pair_ID	sentença_a	sentença_b	relatedness_score	entailment_judgment
417	Dois homens estão fazendo uma pausa em uma viagem em uma estrada nevada	Dois homens com carros estão do lado de uma estrada nevada	4	NEUTRAL
450	Uma senhora está surfando e montando uma onda	Uma garota loira está olhando para as ondas	3.3	NEUTRAL
520	A mulher vestindo calças prateadas, sellbottoms rosa e um lenço rosa está andando de bicicleta	Bellbottoms rosa e um lenço rosa não são usados ​​por mulheres com calças prateadas ou pessoas de bicicleta	3.3	NEUTRAL
526	A mulher vestindo calças prateadas, sellbottoms rosa e um lenço rosa está andando de bicicleta	Uma mulher pedestre está construindo bicicletas rosa para Boa usando pilotos	2.4	NEUTRAL
530	Um motociclista está usando equipamento que é preto	Um motociclista vestindo preto está quebrando as engrenagens	3.1	NEUTRAL
592	Uma mulher está tirando uma capa, que é muito grande, e revelando um vestido extravagante	Uma mulher está vestindo uma capa, que é muito grande, e escondendo um vestido extravagante	3.5	CONTRADICTION
619	Um menino está subindo uma parede construída artificialmente para escalar e está presa a uma corda	Um menino, que parece temeroso, está em uma parede de escalada.	3.5	NEUTRAL
630	Um homem não está jogando uma criança na piscina que fica perto do oceano	O homem está jogando uma criança na piscina que fica perto do oceano	3.5	CONTRADICTION
647	Um homem está subindo um penhasco com uma corda	Uma pessoa com equipamento de escalada rosa amarrou a rocha	3.3	NEUTRAL
651	Uma pessoa está subindo uma pedra com uma corda, que é rosa	Um homem está subindo um penhasco com uma corda	4.6	NEUTRAL
687	Um cachorro branco está olhando para a rua negra	Dois cães de raças diferentes estão olhando um para o outro através de uma rua	3.4	NEUTRAL
698	Um cachorro que é peludo e preto está em um quintal e está carregando uma cesta na boca	Um cachorro ao lado de uma árvore, que provavelmente é um pinheiro, está mordendo um balde	2.785	NEUTRAL
717	Alguns homens em uma competição estão correndo para fora	Alguns homens em uma competição estão correndo dentro de casa	3.9	CONTRADICTION
718	Alguns homens em uma competição estão correndo para fora	Alguns homens estão realizando competições lá fora	3.9	NEUTRAL
765	O garoto está alegremente deslizando na neve	Um menino em uma colina coberto de neve está usando uma jaqueta vermelha e um chapéu preto e está deslizando de joelhos	4	NEUTRAL
780	Uma mulher, que é velha, está perto de um cachorro branco	Uma mulher e um cachorro estão sentados em um toco de árvore	3.1	NEUTRAL
816	Um grupo de pessoas está equipado com equipamentos de proteção	Um grupo de pessoas está equipado com equipamentos usados ​​para proteção	5	ENTAILMENT
860	Um cachorro branco e um preto estão correndo lado a lado na grama	Um cachorro, que tem um casaco preto, e um cachorro branco está correndo na grama	4.2	ENTAILMENT
873	Muitas pessoas não estão em um parque de patinação no gelo	Uma pista de patinação no gelo colocada ao ar livre está cheia de pessoas	3.5	NEUTRAL
882	A garota de uniforme azul e branco está torcendo	A garota está aplaudindo o homem de uniforme azul e branco	3.1	NEUTRAL
913	Uma mulher está sendo beijada por um homem	Não há mulher sendo beijada por um homem	4.2	CONTRADICTION
933	A garota de camisa vermelha está soprando uma bolha	A jovem está soprando uma bolha que é enorme	3.8	NEUTRAL
947	Alguns corndogs estão sendo comidos por duas crianças pequenas que estão em uma carroça, o que é realmente pequeno	Duas crianças pequenas estão comendo corndogs em um vagão, o que é muito pequeno	4.8	ENTAILMENT
980	Um homem está entrando em um cavalo em uma pista colocada na natureza	Um cavalo está jogando o cowboy usando calças de cor azul e vermelho	2.1	NEUTRAL
987	Um adulto está no anfiteatro e está conversando com um menino	Não há adulto no anfiteatro conversando com um menino	4.3	CONTRADICTION
988	Uma conversa sobre um adulto e um menino é dado no anfiteatro	Um adulto está no anfiteatro e está conversando com um menino	3.1	NEUTRAL
1039	O snowboarder não está pulando sobre a neve branca	Uma pessoa que está praticando snowboard pula no ar	3.3	NEUTRAL
1102	Uma mulher está montando um cavalo	Um homem está abrindo um pequeno pacote que contém fones de ouvido	1	NEUTRAL
1137	Um peixe está caçando uma tartaruga no mar	A tartaruga está seguindo o peixe	3.5	NEUTRAL
1170	Uma batata está sendo cortada por uma mulher	Uma mulher está cortando uma cenoura	3	NEUTRAL
1177	Uma mulher está penteando o cabelo dela	Uma mulher está organizando o cabelo dela	4.1	NEUTRAL
1178	Uma mulher está penteando o cabelo dela	Não há mulher penteando o cabelo dela	3.6	CONTRADICTION
1190	Um homem e uma mulher estão caminhando através de uma área arborizada	Um homem e uma mulher estão andando juntos pela floresta	4.3	ENTAILMENT
1192	Um homem e uma mulher estão andando juntos pela floresta	Um homem e uma mulher estão andando por uma área arborizada	4.6	ENTAILMENT
1232	Um homem está cortando um pão	Um homem está cortando um tomate	3.6	NEUTRAL
1236	Uma mulher está dançando e cantando sozinha	Uma mulher está dançando e cantando com outras mulheres	3.285	CONTRADICTION
1237	Algumas mulheres estão dançando e cantando	Uma mulher está dançando e cantando na chuva	3.8	NEUTRAL
1241	Uma mulher está dançando e cantando com outras mulheres	Uma mulher está dançando e cantando na chuva	4.1	NEUTRAL
1266	Uma banda está tocando em um palco	Uma banda está tocando no palco	5	ENTAILMENT
1302	Um homem está jogando flauta	Um homem está jogando um jogo com uma bola	1.5	NEUTRAL
1333	A mulher está medindo a outra mulher	Uma mulher está sendo medida por outra mulher	4.9	ENTAILMENT
1390	Uma pessoa está perto de uma motocicleta	Uma pessoa está cortando uma cebola	1.2	NEUTRAL
1396	Um homem está gritando	Um homem está com medo	3.6	NEUTRAL
1400	Um homem triste está chorando	Um homem está gritando	2.9	NEUTRAL
1410	Uma mulher está cortando camarões	Um homem está cortando manteiga em um pequeno recipiente	1.4	NEUTRAL
1412	Homens são toras de serrar	Homens estão cortando madeira	4.5	ENTAILMENT
1443	Um homem está falando no rádio	Um homem está cuspindo	1.7	NEUTRAL
1469	Três jovens estão correndo, pulando e chutando perto de uma máquina de venda automática	Não há homem correndo, pulando e chutando perto de uma máquina de venda automática	3.8	CONTRADICTION
1470	Três homens estão pulando de uma parede	Três jovens estão furiosamente correndo, pulando e chutando perto de uma máquina de venda automática	2.5	NEUTRAL
1487	O homem não está agitando o molho para o frango	O homem está mexendo o molho para o frango	4	CONTRADICTION
1493	Um homem está tocando uma guitarra elétrica	Um homem está tocando violão	4.9	ENTAILMENT
1495	Um homem está tocando um violão	Um homem está tocando um violão	4.9	ENTAILMENT
1503	Três meninos em fantasias de karatê não estão lutando	Três meninos em trajes de karatê estão lutando	3.3	CONTRADICTION
1506	Três homens estão praticando karatê ao ar livre	Três meninos em trajes de karatê estão lutando	3.8	NEUTRAL
1525	Uma mulher está plantando algumas flores	Uma mulher está cortando brócolis	1.2	NEUTRAL
1584	Um buraco está sendo enterrado pelo texugo	Um texugo está cavando astuto	4.5	ENTAILMENT
1608	Uma cobra está sendo alimentada com um rato por um homem	Nenhuma cobra está sendo alimentada com um rato por um homem	4.7	CONTRADICTION
1628	Alguns ingredientes estão sendo misturados em uma tigela por uma pessoa	Alguns ingredientes estão sendo separados em uma tigela por uma pessoa	4.6	NEUTRAL
1676	Um barco está navegando pacificamente sobre a água	O violão está sendo tocado pelo homem	1.1	NEUTRAL
1690	O leite está sendo bêbado por um gato	O gato está bebendo um pouco de leite	5	ENTAILMENT
1703	Um homem está esvaziando um recipiente feito de plástico completamente	Um homem está esvaziando um recipiente feito de plástico	4.7	ENTAILMENT
1711	Um homem está esvaziando um recipiente feito de plástico	Um homem está segurando descuidadamente um sapo	1.1	NEUTRAL
1754	Uma flauta está sendo tocada de uma maneira adorável por uma garota	Uma flauta está sendo tocada por uma garota	4.6	ENTAILMENT
1807	O adulto está tocando o violão em voz alta	Uma flauta está sendo tocada por um homem	2.4	NEUTRAL
1811	Um homem está tocando o violão em voz alta	Uma flauta não está sendo tocada por um homem	2.4	NEUTRAL
1839	A menina, que é pequena, está penteando cuidadosamente o cabelo em uma cauda de pônei	A garota, que é pequena, está penteando o cabelo em um rabo de pônei.	4.6	ENTAILMENT
1847	Um homem está sentado na cadeira	A garota, que é pequena, está agitando o cabelo dela	1	NEUTRAL
1861	O microfone em frente ao papagaio falante está sendo silenciado	O papagaio está falando no microfone	4	NEUTRAL
1877	Os gatinhos nas bandejas estão sendo comidos como comida para um anúncio	A comida nas bandejas está sendo comida pelos gatinhos	3.5	NEUTRAL
1881	A comida nas bandejas está sendo comida pelos gatinhos	Alguns gatinhos estão comendo	4.2	ENTAILMENT
1964	Uma pessoa está tocando violão e cantando	Uma pessoa está tocando um violão e cantando	4.9	ENTAILMENT
2001	O cavalo está sendo montado por um homem	Um homem está montando o cavalo	5	ENTAILMENT
2019	Um homem está jogando facas perigosamente	Alguns homens perigosos com facas estão jogando uma bicicleta contra uma árvore	3.3	NEUTRAL
2058	Uma senhora está cortando um pouco de carne com precisão	Alguma carne está sendo cortada em pedaços por uma mulher	4.8	ENTAILMENT
2089	O homem está negando uma entrevista	O homem está concedendo uma entrevista	3.2	CONTRADICTION
2096	O homem está concedendo uma entrevista	O carro branco de um homem está sendo expulso	1.1	NEUTRAL
2130	Um menino pequeno está repreendendo um cachorro	Um menino pequeno está brincando com um cachorro	3.4	NEUTRAL
2157	A foto de uma câmera configurada está sendo levada por um homem na praia ao pôr do sol	Um homem está tirando fotos de um lago	3	NEUTRAL
2166	Uma mulher está costurando com uma máquina	Uma mulher está usando uma máquina feita para costura	4.8	ENTAILMENT
2221	Alguém está caindo de um cavalo	O homem não é derrubado de um cavalo	3.9	NEUTRAL
2229	Uma mulher está batendo nos dedos em uma mesa	Uma mulher está descansando os dedos em uma mesa	4.1	NEUTRAL
2231	Uma mulher está batendo nos dedos	Uma mulher está descansando os dedos em uma mesa	3.1	NEUTRAL
2284	O gato está jogando apaixonadamente com uma melancia	O gato está brincando com uma melancia	4.7	ENTAILMENT
2286	O gato está jogando apaixonadamente com uma melancia	Um gato está brincando com uma melancia	4.5	ENTAILMENT
2362	Uma pessoa está queimando algumas câmeras com uma tocha de sopro	A pessoa alta está incendiando as câmeras	3.8	NEUTRAL
2364	Algumas câmeras estão sendo queimadas por uma pessoa com uma tocha de sopro	A pessoa está incendiando as câmeras	4.2	ENTAILMENT
2366	Uma pessoa de algumas câmeras está soprando em uma tocha em chamas	A pessoa está incendiando as câmeras	3.3	NEUTRAL
2385	Uma pessoa está cortando uma cebola em pedaços	Uma pessoa está cortando uma cenoura em pedaços	3.4	NEUTRAL
2392	O homem não está cortando a batata	O homem está cortando uma batata	2.7	CONTRADICTION
2402	Alguém está cortando um tomate	A mulher está segurando um tomate inteiro	3.5	NEUTRAL
2404	A senhora está cortando um tomate	Não há ninguém cortando um tomate	3	CONTRADICTION
2405	A senhora está cortando um tomate	Alguém está cortando um tomate	4.7	ENTAILMENT
2410	Um homem está preparando algum prato	Uma cebola está sendo cortada com uma faca pela mulher	1.3	NEUTRAL
2430	Um homem está correndo pela estrada	Um homem está correndo	4.4	ENTAILMENT
2476	Algumas pessoas estão cantando	Um grupo de pessoas está cantando	4.7	ENTAILMENT
2485	O homem está tocando um violão	Um homem está tocando um trompete	2.2	NEUTRAL
2525	Algumas pessoas estão flutuando em uma balsa	As pessoas estão andando e remar uma balsa	3.8	NEUTRAL
2527	As pessoas estão andando e remar uma balsa	Quatro pessoas estão flutuando em uma balsa	4.2	NEUTRAL
2535	Não há gato comendo milho na espiga	Um gato está comendo um pouco de milho	2.5	NEUTRAL
2544	A pessoa está cortando um vegetal	Ninguém está cortando um tomate	3.1	NEUTRAL
2557	Alguém está tocando o violão	Alguém está tocando o violão	4.5	ENTAILMENT
2566	Três mulheres estão dançando	Algumas mulheres estão dançando	4.6	ENTAILMENT
2604	Um cachorro de touro está sendo escovado pelo macaco	O macaco está escovando um cachorro -touro	4.8	ENTAILMENT
2606	O macaco está escovando um cachorro -touro	Um cachorro de touro está escovando o macaco	3.9	NEUTRAL
2662	A senhora não está quebrando um ovo para a batedeira	A senhora está cortando a carne	2.335	NEUTRAL
2668	Alguns furões estão saindo da gaiola	Furões estão descendo de uma prateleira	3.1	NEUTRAL
2678	Um homem está entrando apressadamente em um carro em uma garagem	Um homem está entrando em um carro	4.1	ENTAILMENT
2679	Um homem está estacionando um carro em uma garagem	Um homem está entrando em um carro	3.4	NEUTRAL
2687	A pessoa está cortando um dente de alho em pedaços	A pessoa não está cortando um dente de alho em pedaços	3	CONTRADICTION
2704	Macarrão está sendo fervido em água por uma mulher	Uma mulher está fervendo macarrão na água	5	ENTAILMENT
2712	Não há praticante de karatê chutando para outro homem que está usando luvas de boxe de proteção	Um praticante de karatê está chutando para outro homem que está usando luvas de boxe de proteção	4.3	CONTRADICTION
2720	O homem é um boxe com um treinador	Não há praticante de karatê chutando para outro homem que está usando luvas de boxe de proteção	3	NEUTRAL
2721	O homem é um boxe com um treinador	Um praticante de karatê está chutando para outro homem que está usando luvas de boxe de proteção	4	NEUTRAL
2722	Uma mulher, sentada, está cantando uma música e tocando o violão	Uma mulher sentada está cantando uma música e tocando o violão	5	ENTAILMENT
2726	Uma mulher em uma pedra está deitada em um cobertor e lendo um livro	Uma mulher está balançando sobre um cobertor deitado sobre alguém lendo um livro	2.7	NEUTRAL
2738	A mulher não está tocando uma guitarra elétrica	Um homem está tocando um violão	3	NEUTRAL
2766	Um homem e uma mulher estão falando	Um homem e uma mulher estão comendo felizmente	2.6	NEUTRAL
2772	Uma pessoa está derramando óleo para cozinhar em uma panela	Uma pessoa está derramando óleo de cozinha em uma panela	5	ENTAILMENT
2791	Uma cobaia, que é pequena, está roendo e comendo um pedaço de cenoura no chão	Uma pequena cobaia está roendo e comendo um pedaço de cenoura no chão	4.8	ENTAILMENT
2795	Uma pequena cobaia está roendo e comendo um pedaço de cenoura no chão	Uma cobaia está devorando uma cenoura	4.5	ENTAILMENT
2812	Um avião está aterrissando	Um avião animado está decolando	2.7	NEUTRAL
2822	Uma mulher está tirando uma mistura de uma tigela	Uma mulher está preparando um ovo em uma frigideira	2.7	NEUTRAL
2829	A senhora está pintando na sombra	A mulher está pintando na sombra	5	ENTAILMENT
2842	Uma garotinha está tocando um piano de cauda no palco	Uma garota está praticando o piano	3.8	NEUTRAL
2886	Uma mulher está tocando uma flauta	A mulher não está tocando flauta	3.2	CONTRADICTION
2898	O homem está levantando halteres	O homem está levantando pesos	4.3	ENTAILMENT
2911	Uma mulher está vestindo maquiagem	Não há mulher vestindo maquiagem	4	CONTRADICTION
2932	A mulher está cortando uma cenoura	Uma cebola está sendo cortada por uma mulher	2.4	NEUTRAL
2936	Dois homens estão lutando em uma caneta de gado	Dois homens estão fora de uma caneta de gado	3	NEUTRAL
2965	Uma grande bola verde está faltando uma batata	Uma grande bola verde está batendo uma batata	3.3	NEUTRAL
2967	Uma grande bola verde está atingindo uma batata	Uma grande bola de cor verde está atingindo uma batata	4.8	ENTAILMENT
2968	Uma grande bola verde está faltando uma batata	Uma grande bola verde está atingindo uma batata	3.5	NEUTRAL
2972	Uma grande bola verde está atingindo uma batata	Uma grande bola verde está faltando uma batata	3.4	CONTRADICTION
2996	Um homem está tocando um violão	Um homem está deitando um violão	3.3	NEUTRAL
3002	Uma mulher está tocando uma guitarra elétrica	Um homem está deitando um violão	2.3	NEUTRAL
3036	O filhote não está brincando com um recipiente de plástico	O filhote está brincando com um recipiente de plástico	3.2	CONTRADICTION
3061	Uma mulher está dirigindo um carro e está conversando com o homem que está sentado ao lado dela	Não há mulher dirigindo um carro e conversando com o homem sentado ao lado dela	4.7	CONTRADICTION
3107	Um homem está pisando um guitarrista sentado	Um homem está sentado no chão em uma sala e tocando uma guitarra	2.3	NEUTRAL
3122	Uma mulher está usando um lápis para os olhos e está aplicando delineador de olhos à sua pálpebra	Uma mulher está aplicando cosméticos à sua pálpebra	4.6	ENTAILMENT
3123	Não há mulher usando um lápis de olho e aplicando delineador de olho na pálpebra	Uma mulher está aplicando cosméticos à sua pálpebra	3.1	CONTRADICTION
3143	Um macaco está chutando a luva de uma pessoa	O macaco está praticando artes marciais	3.6	NEUTRAL
3174	Uma criança está jogando fora um instrumento	Um garoto está tocando um instrumento de vento	2.8	NEUTRAL
3181	Um homem está trekking na floresta	O homem não está caminhando na floresta	3.8	NEUTRAL
3222	Não há menino atravessando uma ponte	Um menino está atravessando uma ponte	3.7	CONTRADICTION
3250	Uma mulher está colocando dois ovos em um pote de água	Uma mulher está colocando dois ovos em um pote de água	4.9	ENTAILMENT
3258	Um homem está tocando o violão	Ninguém está tocando o violão	3.7	CONTRADICTION
3275	Uma criança está entrando e saindo das ondas do oceano	Uma criança está entrando e saindo das ondas do oceano	4.9	ENTAILMENT
3291	Uma mulher está guardando cenouras	Uma mulher está cobrindo uma costeleta de porco	1.7	NEUTRAL
3292	Uma mulher é uma cenoura irritante	Um cozinheiro está cobrindo uma costeleta de porco	2.1	NEUTRAL
3322	A mulher está cortando um pouco de pão e carne de porco frito	Uma mulher está cozinhando uma costeleta de porco à milanesa	3.2	NEUTRAL
3338	Não há homem em pé em um telhado e tocando um violino	Um homem está de pé em um teto e tocando um violino	3.4	CONTRADICTION
3364	Uma mulher está limpando um camarão	A mulher está limpando um camarão	4.9	ENTAILMENT
3373	Uma mulher está montando uma scooter de água	Uma mulher está montando uma scooter para a água	4.1	ENTAILMENT
3384	Um urso panda está comendo um pouco de bambu	Algum bambu está sendo comido por um urso panda	4.8	ENTAILMENT
3398	Alguém está batendo um ovo	A mulher não está agitando ovos em uma tigela	3.2	NEUTRAL
3420	Uma mulher está debonando um peixe	Um peixe grande está pegando um homem	1.9	NEUTRAL
3433	Uma bandeja está sendo amanteigada por uma pessoa	Uma pessoa está manteve uma bandeja	5	ENTAILMENT
3459	O homem está cortando um tronco de árvore com um machado	Um homem está cortando um tronco com um machado	4.4	NEUTRAL
3485	O gato está olhando pela janela na mesa no poleiro	O gato empoleirado na mesa está olhando pela janela	4.1	NEUTRAL
3501	Um cachorro está lambendo um bebê	O cachorro está lambendo o bebê	4.8	ENTAILMENT
3505	Uma mulher está guardando o alho	Uma mulher está cortando o alho	3.6	NEUTRAL
3518	O homem não está dançando	Uma mulher está dançando	3.3	NEUTRAL
3536	Alguém está cozinhando quiabo em uma panela	O quiabo está sendo cozido em uma panela	4.9	ENTAILMENT
3586	Um homem está tocando o tambor	Um homem está praticando o tambor	4.6	ENTAILMENT
3598	Um homem está fazendo exercícios de piso	Um homem está fazendo exercícios	4.3	ENTAILMENT
3625	Uma mulher está colocando carne em uma panela	Não há mulher colocando carne em uma panela	3.4	CONTRADICTION
3626	Alguém está deixando cair a carne em uma panela	A carne está sendo jogada em uma panela	4.7	ENTAILMENT
3657	Um menino está enchendo um jarro com água	Um arremessador está sendo cheio de água por um menino	5	ENTAILMENT
3661	Uma mulher está coletando a água de uma torneira em uma caneca	Um menino está enchendo um jarro com água	2.7	NEUTRAL
3670	Está chovendo em um homem de pé	Um homem está andando na chuva	4.9	ENTAILMENT
3680	Os pilotos estão correndo por uma pista	Não há pilotos correndo por uma pista	3.7	CONTRADICTION
3711	Um trem de brinquedo está atingindo um carro de brinquedo	Um trem de brinquedo está faltando um carro de brinquedo	3.8	CONTRADICTION
3721	A pessoa está cortando cebolas	As cebolas estão sendo cortadas pela pessoa	4.9	ENTAILMENT
3733	Os nadadores estão correndo em um lago	Alguns pilotos estão nadando em um lago	4.3	ENTAILMENT
3747	Um homem talentoso está tocando o violão	Uma mulher está tocando um violão	3.2	NEUTRAL
3790	Uma pessoa está esfregando uma abobrinha	A pessoa está esfregando uma abobrinha	5	ENTAILMENT
3812	Uma mulher está cortando uma pimenta que é verde	Uma mulher está cortando uma pimenta verde	4.8	ENTAILMENT
3855	Um homem está parando no meio de uma estrada	Um homem está andando por uma estrada	3.2	NEUTRAL
3861	Um homem do deserto está em um caminho de caminhada	Um homem está andando por uma estrada	3.4	NEUTRAL
3862	O homem está caminhando ao longo de um caminho pelo deserto	Um homem está preguiçosamente andando por uma estrada	3.285	NEUTRAL
3880	Um homem está dançando no teto de uma sala	O homem está dançando de cabeça para baixo no teto	4.4	ENTAILMENT
3897	Não há homem se exercitando	Um homem está se exercitando	3.4	CONTRADICTION
3909	O homem está cantando e tocando o violão	O violão está sendo tocado por um homem	4.3	ENTAILMENT
3910	Um homem está embalando o violão	O homem está cantando e tocando o violão	3.4	NEUTRAL
3922	Meninos não estão dançando na frente de algumas pessoas	Meninos estão dançando na frente de algumas pessoas	3.8	CONTRADICTION
3941	Um menino está olhando para um calendário	Não há menino verificando um calendário	3.9	CONTRADICTION
3982	Uma mulher está descascando uma batata	Uma mulher está refrigerando uma batata	3.7	NEUTRAL
3996	Não há homem cantando e tocando um violão	Um menino está tocando um piano	2.2	NEUTRAL
4001	Um homem está subindo de forma imprudente uma corda	Um homem está escalando uma corda	4.3	ENTAILMENT
4006	Um homem está escalando uma corda	O homem está subindo uma corda	4.8	ENTAILMENT
4011	Um homem está escalando uma corda	Um homem está subindo uma corda	4.8	ENTAILMENT
4015	A senhora está pegando o canguru	A mulher está pegando o canguru	4.9	ENTAILMENT
4031	Um homem está quebrando telhas com as mãos	Não há homem quebrando tábuas de madeira com a mão	2.9	NEUTRAL
4054	Um cachorro está correndo sem fôlego na estrada	Um cachorro está correndo na estrada	4.5	ENTAILMENT
4060	Um homem está correndo na estrada	Um cachorro está correndo sem fôlego na estrada	2.6	NEUTRAL
4066	O homem está arremessando facas em uma árvore	O homem está jogando facas em uma árvore	4.6	ENTAILMENT
4067	O homem está removendo facas de uma árvore	O homem está jogando facas em uma árvore	3.3	NEUTRAL
4079	Um homem está montando um cavalo	Um homem está montando um cavalo	4.7	ENTAILMENT
4086	Não há homem desenhando uma imagem	Um homem está desenhando uma imagem	3.9	CONTRADICTION
4114	Não há homem comendo comida	Um homem está comendo uma pizza	3.2	CONTRADICTION
4135	Um cachorro está pulando em um trampolim	Um cachorro está pulando em um trampolim	4.7	ENTAILMENT
4140	Vários meninos estão pulando em um trampolim	Um homem está voltando em um trampolim	3.4	NEUTRAL
4155	Um homem está tocando uma flauta de madeira	Não há homem tocando uma flauta de madeira	3.7	CONTRADICTION
4157	Não há homem tocando piano	Um homem está tocando piano	4	CONTRADICTION
4164	O homem está apagando o desenho no quadro	A mulher está apagando o desenho no quadro	3.7	NEUTRAL
4187	Não há cachorro brincando com um brinquedo	Um cachorro está comendo uma boneca	3.8	CONTRADICTION
4191	Um cachorro está comendo uma boneca	Um cachorro está brincando com um brinquedo	3.6	NEUTRAL
4196	Um homem está dançando	Um homem está orando fervorosamente	1.7	NEUTRAL
4288	A mulher está cortando polvo cozido	Uma mulher está cortando um polvo	4.4	ENTAILMENT
4321	Um homem está desenhando	Não há homem desenhando	3.8	CONTRADICTION
4330	O homem está desenhando	Não há homem desenhando	3.4	CONTRADICTION
4342	Um homem está comendo uma banana	Um homem está comendo uma fruta	4.6	ENTAILMENT
4360	Um homem está cortando uma nota	Um homem está cortando um papel	4.4	ENTAILMENT
4376	Um homem está tocando um violão	Não há ninguém tocando um piano	2.7	NEUTRAL
4411	Dois homens em uma corrida estão virando os pneus de um trator	Dois homens estão competindo em uma corrida de pneus	3.7	NEUTRAL
4429	Os homens estão falando	Algumas mulheres velhas estão falando	3	NEUTRAL
4477	Um homem está socando uma bola de futebol	Um homem está misturando o conteúdo de uma tigela	1.2	NEUTRAL
4505	Os médicos estão curando um homem	O médico está ajudando o paciente	4.2	ENTAILMENT
4520	Não há homem tocando violão	Um homem está tocando um violão	3.6	CONTRADICTION
4614	Não há homem dirigindo um carro	Um homem está dirigindo um carro	4.4	CONTRADICTION
4638	Um teclado está sendo tocado por um homem	Um homem está tocando uma harpa	2.4	NEUTRAL
4650	Um homem está cortando uma corda grossa com uma espada	Não há homem cortando uma corda com uma espada	3.6	CONTRADICTION
4661	Uma mulher está cortando uma batata	Uma mulher está cortando uma batata	4.8	ENTAILMENT
4707	Um grupo de homens está jogando futebol na praia	Um grupo de meninos está jogando futebol na praia	4.4	NEUTRAL
4734	Um homem está encaixando um silenciador a uma pistola	Um homem está aplicando um silenciador em uma arma	4.8	ENTAILMENT
4755	A garota está sentada no sofá e está crochê	Não há garota tocando violino na praia	1.4	NEUTRAL
4767	Um homem está cozinhando uma cobra	Não há homem cozinhando uma cobra	3.7	CONTRADICTION
4776	Não há garoto tocando violão	Um menino está tocando violão	3.8	CONTRADICTION
4803	Não há macaco provocando um cachorro no zoológico	Um macaco está provocando um cachorro no zoológico	2.935	CONTRADICTION
4814	Um macaco está puxando a cauda de um cachorro	Um macaco está provocando um cachorro no zoológico	4.4	NEUTRAL
4816	Não há pessoa cortando um pouco de gengibre	Uma pessoa está cortando um pouco de gengibre	3.8	CONTRADICTION
4823	Uma pessoa está cortando um pouco de gengibre	Uma pessoa está cortando uma cebola	3	NEUTRAL
4831	Um homem está cortando uma batata em pedaços	Um homem não está cortando uma batata	4	CONTRADICTION
4843	Um homem está abrindo uma caixa com uma faca	Não há homem abrindo uma caixa com uma faca	3.8	CONTRADICTION
4851	Alguns instrumentos estão sendo tocados por uma banda	Uma banda está tocando alguns instrumentos	5	ENTAILMENT
4852	Uma banda não está tocando alguns instrumentos	Uma banda está tocando alguns instrumentos	3.8	CONTRADICTION
4866	Uma pessoa está dançando	Uma mulher está se exercitando	3	NEUTRAL
4891	Um homem está fazendo pull-ups	O homem está fazendo exercícios em uma academia	4	NEUTRAL
